References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"check my account balance,check my account balance","check my account balance,check my account balance",check my accun balance,check my accun balance,0.25,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'check my accun balance'}",check my account balance,check my account balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'check my account balance'}",check my account balance,check my account balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'check my account balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/eef55f8a-d7ff-4a09-9e59-763c868cc6b1.wav
"scan and pay five hundred rupees,scan and pay 500 rupees","scan and pay 500 rupees,scan and pay 500 rupees",scan and pay five hundred rupees,scan and pay 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 500 rupees'}",scan and pay 500 rupees,scan and pay 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 500 rupees'}",scan and pay 500 rupees,scan and pay 500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'scan and pay 500 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/eec5bfdc-0efe-4297-b8e3-878253a8b6ad.wav
"four hundred,400","400,400",four hundred ,400,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '400.0'}}], 'text': '400'}",400,400,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '400.0'}}], 'text': '400'}",400,400,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '400.0'}}], 'text': '400'}",https://storage.googleapis.com/slang-audio-test-data/audio/ee4225ee-6720-45c8-9a2d-17bf033cbb67.wav
"please show QR code scanner,please show q r code scanner,please show qr code scanner","please show qr code scanner,please show q r code scanner,please show qr code scanner",please show your code scanner,please show your code scanner,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'please show your code'}], 'text': 'please show your code scanner'}",please show QR code scanner,please show qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'please show qr code scanner'}",please show QR code scanner,please show qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'please show qr code scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/ee76dd2c-7ca0-45de-9e93-cfb382bbe256.wav
"pay my phone bill to airtel,pay my phone bill to airtel","pay my phone bill to airtel,pay my phone bill to airtel",pay my phone bill to etel,pay my phone bill to etel,0.16666666666666666,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my phone bill to etel'}",pay my phone bill to Airtel,pay my phone bill to airtel,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my phone bill to airtel'}",pay my phone bill to Airtel,pay my phone bill to airtel,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay my phone bill to airtel'}",https://storage.googleapis.com/slang-audio-test-data/audio/ee1cb199-b667-4c82-bbf6-d43ae3bba1da.wav
"i want to make a transaction to ajay four hundred rupees,i want to make a transaction to ajay 400 rupees","i want to make a transaction to ajay 400 rupees,i want to make a transaction to ajay 400 rupees",i want to make a transaction to a j four hundred rupees,i want to make a transaction to a j 400 rupees,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '400.0'}, 'payments_name': 'transaction history', 'payments_transaction_action': 'send'}], 'text': 'i want to make a transaction to a j 400 rupees'}",I want to make a transaction to Ajay 400 rupees,i want to make a transaction to ajay 400 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '400.0'}, 'payments_name': 'transaction history ajay', 'payments_transaction_action': 'send'}], 'text': 'i want to make a transaction to ajay 400 rupees'}",I want to make a transaction to Ajay 400 rupees,i want to make a transaction to ajay 400 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '400.0'}, 'payments_name': 'transaction history ajay', 'payments_transaction_action': 'send'}], 'text': 'i want to make a transaction to ajay 400 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/edb889eb-4d4d-44a1-bbe3-49a84bfc45f4.wav
"thre four zero zero pnb account please tell the balance,3400 pnb account please tell the balance","thre 400 pnb account please tell the balance,3400 pnb account please tell the balance",three fourzzero pnb bank account please tell the balance,3 fourzzero pnb bank account please tell the balance,0.375,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '3 fourzzero pnb bank account please tell the balance'}",3400 PNB bank account please tell the balance,3400 pnb bank account please tell the balance,0.14285714285714285,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '3400 pnb bank account please tell the balance'}",3400 PNB bank account please tell the balance,3400 pnb bank account please tell the balance,0.14285714285714285,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '3400 pnb bank account please tell the balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/ed28b53b-6716-4521-a08c-2f171187ee60.wav
"give tulsi a gift of six hundred rupees,give tulsi a gift of 600 rupees","give tulsi a gift of 600 rupees,give tulsi a gift of 600 rupees",give tlasi a gift of six hundred rupees,give tlasi a gift of 600 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send'}], 'text': 'give tlasi a gift of 600 rupees'}",give Tulasi a gift of 600 rupees,give tulasi a gift of 600 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send', 'payments_name': 'tulasi'}], 'text': 'give tulasi a gift of 600 rupees'}",give Tulasi a gift of 600 rupees,give tulasi a gift of 600 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '600.0'}, 'payments_transaction_action': 'send', 'payments_name': 'tulasi'}], 'text': 'give tulasi a gift of 600 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/ed1ff3dd-acb8-438d-85ce-d69a08d3f9be.wav
"show me my transactions,show me my transactions","show me my transactions,show me my transactions",show me my transactions,show me my transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transactions'}",show me my transactions,show me my transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transactions'}",show me my transactions,show me my transactions,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'show me my transactions'}",https://storage.googleapis.com/slang-audio-test-data/audio/ed1c6cbe-4f44-4516-af18-4bb100eb0bef.wav
"bank balance,bank balance","bank balance,bank balance",bank balance,bank balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'bank balance'}",bank balance,bank balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'bank balance'}",bank balance,bank balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'bank balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/eb606764-e7a2-46ae-9497-3c4f2cca31c7.wav
"pay my gas bill,pay my gas bill","pay my gas bill,pay my gas bill",pay my gas bill,pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'pay my gas bill'}",pay my gas bill,pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'pay my gas bill'}",pay my gas bill,pay my gas bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay', 'payments_bill_type': 'Gas'}], 'text': 'pay my gas bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/eb92f45f-7952-4295-9f37-178d69126ed9.wav
"how much have i spent in last month,how much have i spent in last month","how much have i spent in last month,how much have i spent in last month",how much have i spent in last month,how much have i spent in last month,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'month'}], 'text': 'how much have i spent in last month'}",how much time I spent in last month,how much time i spent in last month,0.125,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'month'}], 'text': 'how much time i spent in last month'}",how much time I spent in last month,how much time i spent in last month,0.125,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'month'}], 'text': 'how much time i spent in last month'}",https://storage.googleapis.com/slang-audio-test-data/audio/eb2a10f5-77aa-4217-9ecd-44e3f0e47c8b.wav
"approve my current payments,approve my current payments","approve my current payments,approve my current payments",approve my current payments,approve my current payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my current payments'}",approve my current payments,approve my current payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my current payments'}",approve my current payments,approve my current payments,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve my current payments'}",https://storage.googleapis.com/slang-audio-test-data/audio/e2401752-958b-403a-9da1-682d41729caa.wav
"i would like to make a donation to akshaya patra,i would like to make a donation to akshaya patra","i would like to make a donation to akshaya patra,i would like to make a donation to akshaya patra",i would like to make a donation to aksaya patra,i would like to make a donation to aksaya patra,0.1,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'patra'}], 'text': 'i would like to make a donation to aksaya patra'}",I would like to make a donation to Akshaya Patra,i would like to make a donation to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'i would like to make a donation to akshaya patra'}",I would like to make a donation to Akshaya Patra,i would like to make a donation to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'i would like to make a donation to akshaya patra'}",https://storage.googleapis.com/slang-audio-test-data/audio/e461308d-bffc-4811-b5ac-6ed4a1a91040.wav
"infinite,infinite","infinite,infinite",infinite,infinite,0.0,"{'intent': '', 'entities': [{}], 'text': 'infinite'}",infinite,infinite,0.0,"{'intent': '', 'entities': [{}], 'text': 'infinite'}",infinite,infinite,0.0,"{'intent': '', 'entities': [{}], 'text': 'infinite'}",https://storage.googleapis.com/slang-audio-test-data/audio/e146776d-ec02-49c8-b495-7b4a4613d46a.wav
"open QR code,open q r code,open qr code","open qr code,open q r code,open qr code",open qre code  ,open qre code,0.3333333333333333,"{'intent': '', 'entities': [{}], 'text': 'open qre code'}",open QR code,open qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'code'}], 'text': 'open qr code'}",open QR code,open qr code,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'code'}], 'text': 'open qr code'}",https://storage.googleapis.com/slang-audio-test-data/audio/e17415e4-71e1-42fe-8c80-c43e2e704063.wav
"donation to PM cares fund,donation to pm cares fund","donation to pm cares fund,donation to pm cares fund",donation to pm cairs fund,donation to pm cairs fund,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donation to pm cairs fund'}",donation to PM cares fund,donation to pm cares fund,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donation to pm cares fund'}",donation to PM cares fund,donation to pm cares fund,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donation to pm cares fund'}",https://storage.googleapis.com/slang-audio-test-data/audio/e4698de2-52b9-4d26-9d45-8cc6c900fba4.wav
